News,Price_Direction_Up,Price_Direction_Constant,Price_Direction_Down,Asset_Comparision,Past_Information,Future_Information,Price_Sentiment,label_num
gains for gold futures intensify as u.s. dollar loses more ground,1,0,0,1,1,0,positive,2
gold notches 3rd straight loss ahead of fed meeting,0,0,1,0,1,0,negative,1
bnp paribas : gold is excellent way to hedge for longer term,0,0,0,0,1,0,none,3
gold slightly lower,0,0,1,0,1,0,negative,1
Acacia Mining lifts FY gold production guidance,0,0,0,0,1,0,none,3
gold prices gain in asia as investors await more greece debt news,1,0,0,0,1,0,positive,2
"Gold extends gains as dollar, Asian stocks weaken",1,0,0,1,1,0,positive,2
gold takes a breather after rallying to 3-week highs,1,0,0,0,1,0,positive,2
"dec gold closes at $449.30/oz, up $1.40 for the day",1,0,0,0,1,0,positive,2
"Gold settles lower, ending 6-session streak of gains",0,0,1,0,1,0,negative,1
Gold dips as Fed minutes signal no consensus on rate hikes,0,0,1,0,1,0,negative,1
sharps pixley: china's gold reserves - fact or fiction?,0,0,0,0,1,0,none,3
Gold moves lower as market digests Fed statement,0,0,1,0,1,0,negative,1
germany : sharing risks to counter germany's plans seeing target2 collaterilazation with gold reserves,0,0,0,0,1,0,none,3
surge in gold imports: government notifies rules for safeguard probes against south korea,0,0,0,0,1,0,none,3
gold prices to move higher towards 31870 levels: choice equity,1,0,0,0,1,0,positive,2
"gold steady amid subdued dollar, poised for weekly gain",0,1,0,1,1,0,neutral,0
"gold futures climb, score monthly gain of over 2%",1,0,0,0,1,0,positive,2
gold futures fall on profit-selling,0,0,1,0,1,0,negative,1
"Gold prices tick higher after durable-goods, jobless-claims report",1,0,0,0,1,0,positive,2
"gold turns lower, trades at $1,383.10 an ounce",0,0,1,0,1,0,negative,1
"gold, silver bounce back on support from traders",1,0,0,1,1,0,positive,2
spot gold quoted at $667.50 in asia trade,1,0,0,0,1,0,positive,2
here's why gold is about to crash,0,0,0,0,0,1,none,3
"gold marks slight gain, holds below $1,280/oz",1,0,0,0,1,0,positive,2
"gold hits one-week high; dollar, oil eyed",1,0,0,1,1,0,positive,2
newmont mining bucks sell off as gold prices gain,1,0,0,0,1,0,positive,2
citi: 'odds firmly against' gold companies delivering long-term value,0,0,0,0,1,0,none,3
"Dec. gold down 20 cents at $1,343.20/oz",0,0,1,0,1,0,negative,1
amp capital's naeimi likes gold,0,0,0,0,1,0,none,3
buy gold on dips; silver to rally: motilal oswal commodity,0,0,1,1,1,0,negative,1
Gold edges down as dollar holds firm near 13-month high,0,0,1,1,1,0,negative,1
april gold moves lower after earlier rise to $424.10,0,0,1,0,1,0,negative,1
"This is how a Donald Trump presidency would affect the dollar, gold and China",0,0,0,1,1,0,none,3
"stock funds move higher, led by gold",0,0,0,0,1,0,none,3
"gold settles lower as as dow, s&p 500 try for fifth straight gain",0,0,1,0,1,0,negative,1
gold steady as dollar licks wounds after biggest drop since june,0,1,0,1,1,0,neutral,0
Gold futures slide 0.15% on global cues,0,0,1,0,1,0,negative,1
"gold above $830 on weaker dollar, bhutto's death",1,1,0,1,1,0,positive,2
"gold set to log loss on month, gain for week",0,0,1,0,1,0,negative,1
gold climbs over $1 to close near the $660 mark,1,0,0,0,1,0,positive,2
Gold futures mark largest monthly gain since June,1,0,0,0,1,0,positive,2
Gold turns slightly positive after consumer-price data,1,0,0,0,1,0,positive,2
"gold consolidating, but will gain from central banks' steps to revive growth",1,0,0,0,1,0,positive,2
"August gold climbs $8.40, or 0.7%, to settle at $1,268.40.oz",1,0,0,0,1,0,positive,2
sell mcx oct gold; target rs 26513/26380: way2wealth,0,0,0,0,1,0,none,3
april gold last up $4.40 at $662.30/oz after $667 high,1,0,0,0,1,0,positive,2
gold futures mark lowest settlement since feb. 26,0,0,1,0,1,0,negative,1
"gold rallies as debt woes batter euro, china fund",1,0,0,0,1,0,positive,2
Gold futures take a sharp turn lower on Comex,0,0,1,0,1,0,negative,1
"June gold gains $10.80, or 0.9%, to $1,267.20/oz",1,0,0,0,1,0,positive,2
"spot gold bid at $401.80 an ounce, off 70c",0,0,1,0,1,0,negative,1
Gold hovers near 6-month low as dollar remains steady,0,1,1,1,1,0,negative,1
"Dec. gold at $1,279.40/oz in electronic trade, up from $1,277.30 settlement",1,0,0,0,1,0,positive,2
"Gold futures up at Rs 29,066 per 10 gm",1,0,0,0,1,0,positive,2
"Gold futures decline to Rs 25,669 on weak global cues",0,0,1,0,1,0,negative,1
gold prices remain vulnerable as bearish trends persist,1,0,0,0,1,0,positive,2
gold demand firm as jewellers stock up,0,0,0,0,1,0,none,3
cabinet to consider increasing gold holding limit: sources,0,0,0,0,1,0,none,3
"Gold futures plunge to Rs 27,011 per 10 gm",0,0,1,0,1,0,negative,1
"August gold climbs $3.50, or 0.3%, to settle at $1,213.20/oz",1,0,0,0,1,0,positive,2
India's September gold imports drop 14 percent on weak rupee: GFMS,0,0,0,1,1,0,none,3
gold settles lower as private-sector hiring ups fed rate-hike odds,0,0,1,0,1,0,negative,1
spot gold quoted at $625.20 in asia trade,1,0,0,0,1,0,positive,2
gold futures slump amid u.s. rate hike outlook,0,0,1,0,1,0,negative,1
"silver gains by 3%, gold remains stable",0,1,0,1,1,0,neutral,0
gold closes $11 higher to recoup part of its recent decline,1,0,0,0,1,0,positive,2
gold futures close at a fresh mid-1988 high,1,0,0,0,1,0,positive,2
Comex gold may test resistance levels,0,0,0,0,1,0,none,3
"gold hits new high on rising oil, weaker dollar",1,0,0,1,1,0,positive,2
"spot gold quoted at $428.50, up 30 cents from new york",1,0,0,0,1,0,positive,2
"December gold up $6.10, or 0.5%, at $1,330.70/oz.",1,0,0,0,1,0,positive,2
"Dec. gold sees late-day reversal to settle at $1,326/oz, up $2.30, or 0.2%",1,0,0,0,1,0,positive,2
mcx goldguinea jan contract declines,0,0,1,0,1,0,negative,1
barrick gold acquires stake in highland gold,0,0,0,0,1,0,none,3
gold prices suffer fifth decline in six sessions,0,0,1,0,1,0,negative,1
"gold futures down $2.70 at $1,151.30 an ounce",0,0,1,0,1,0,negative,1
"gold steady near two-week high, discourages importers",0,1,0,0,1,0,neutral,0
Gold prices in major cities in India,0,0,0,0,1,0,none,3
gold logs biggest monthly drop in 2 years,0,0,1,0,1,0,negative,1
"Gold slips below Rs 26,000-mark on weak demand, global cues",0,0,1,0,1,0,negative,1
gold whizzes past rs 31k level on heavy buying,1,0,0,0,1,0,positive,2
gold prices snap a 4-session skid,1,0,0,0,1,0,positive,2
gold edges higher as dollar slips against yen on trade jitters,1,0,0,1,1,0,positive,2
"Gold edges higher for the session, falls for the week",0,0,1,0,1,0,negative,1
gold futures settle at highest close in six months,1,0,0,0,1,0,positive,2
rbi tightens gold lending norms for regional rural banks,0,0,0,0,1,0,none,3
"gold fluctuates amid looming us government shutdown, etp sales",0,0,0,0,1,0,none,3
gold rate today: gold trades higher in morning deals; should you buy?,1,0,0,0,1,0,positive,2
"Gold ETF has another day of pain, falls to lowest since February",0,0,1,0,1,0,negative,1
sentiment for gold looks positive; prices may take support around 1620-1630: ajay kedia,1,0,0,0,1,0,positive,2
"gold spurts on bargain hunting, global cues; silver drops",1,0,0,1,1,0,positive,2
gold futures move down after yellen talk,0,0,1,0,1,0,negative,1
Gold prices hold modest losses after weekly jobless claims,0,0,1,0,1,0,negative,1
gold futures log highest close since june 19,1,0,0,0,1,0,positive,2
gold prices to further correct in the near term: geojit comtrade,0,0,0,0,0,1,none,3
june gold up $8.80 at $859.70 an ounce on nymex,1,0,0,0,1,0,positive,2
"Gold futures climb to Rs 28,085 on firm global cues",1,0,0,0,1,0,positive,2
"demonetisation spoils gold appetite, demand falls",0,0,1,0,1,0,negative,1
5 reasons the drop in gold prices shouldn't worry investors,0,0,1,0,1,0,negative,1
mining : how much gold is left in the world?,0,0,0,0,0,1,none,3
gold prices recover on firming global trend,1,0,0,0,1,0,positive,2
"gold eases after four-day rally, firm dollar hurts",0,0,0,1,1,0,none,3
gold surges to 7-week high as festive demand pick up,1,0,0,0,1,0,positive,2
the spectator : want to predict the price of gold? then watch hollywood films,0,0,0,0,0,1,none,3
Gold futures mark lowest finish since early February,0,0,1,0,1,0,negative,1
spot gold quoted at $559.80 in asia trade,1,0,0,0,1,0,positive,2
Gold up on Fed caution over interest rates,1,0,0,0,1,0,positive,2
"june gold up 0.4% at $1,305.70/oz.",1,0,0,0,1,0,positive,2
"gold futures settle lower, a dime above lowest finish of the year",0,0,1,0,1,0,negative,1
"feb gold closes at $442.90/oz, up $4.70 for the day",1,0,0,0,1,0,positive,2
gold milestones on the road to record high,1,0,0,0,1,0,positive,2
"June gold up $18.30, or 1.5%, to $1,271.80 an ounce",1,0,0,0,1,0,positive,2
Gold gains as stocks fall; weak US data spurs safe-haven demand,1,0,0,0,1,0,positive,2
gold climbs as weaker dollar spurs investor demand,1,0,0,1,1,0,positive,2
Gold steadies as yuan holds onto gains versus the dollar,0,1,0,1,1,0,neutral,0
gold prices back above $420,1,0,0,0,1,0,positive,2
feb gold climbs $1.70 to $421.20/oz in morning ny trade,1,0,0,0,1,0,positive,2
are gold loans going the microfinance way?,0,0,0,0,1,0,none,3
gold ends lower after strong u.s. jobs report,0,0,1,0,1,0,negative,1
Gold prices tumble more than 1% amid profit taking,0,0,1,0,1,0,negative,1
gold futures slip a bit further,0,0,1,0,1,0,negative,1
gold futures advance 0.8% in dollar-driven rebound,1,0,0,1,1,0,positive,2
gold futures gain after bank of japan move,1,0,0,0,1,0,positive,2
feb gold falls $1.90 to $424.70/oz in morning ny trade,0,0,1,0,1,0,negative,1
central banks tinker with gold reserves in august,0,0,0,0,1,0,none,3
"February gold off $8.30, or 0.7%, at $1,189.50/oz.",0,0,1,0,1,0,negative,1
"MCX Gold, Silver may note some gains: Kotak Commodity",1,0,0,1,1,0,positive,2
"Copper tumbles to 6-year low in risk-off trade, gold at 3-week peak",0,0,1,1,1,0,negative,1
gold futures up rs 186 on global cues,1,0,0,0,1,0,positive,2
"june gold last down $30.20, or 4.6%, at $643/oz in ny",0,0,1,0,1,0,negative,1
gold dips after 7-day rally but set for second weekly gain,0,0,1,0,1,0,negative,1
"Buy Comex gold if it dips to $1,265/oz",0,0,1,0,0,1,negative,1
gold edges away from 7-week high as dollar steadies,0,0,1,1,1,0,negative,1
gold ends down; platinum soars to new record high,0,0,1,0,1,0,negative,1
"gold reverses course, higher after housing data",1,0,0,0,1,0,positive,2
Gold remains lower after flurry of U.S. data,0,0,1,0,1,0,negative,1
Gold holds losses after jobless-claims report,0,0,1,0,1,0,negative,1
"gold prices fall, but hold $440 level",0,0,1,0,1,0,negative,1
"gold tops rs 31,000 on global cues; silver above rs 47k",1,0,0,1,1,0,positive,2
"february gold up 0.4% at $1,345.70/oz.",1,0,0,0,1,0,positive,2
will gold be 2014's comeback kid?,0,0,0,0,0,1,none,3
Gold futures to track rupee,0,0,0,1,0,1,none,3
"gold finishes lower, surrendering prior session's gains",0,0,1,0,1,0,negative,1
gold prices lose more than 1% for the week,0,0,1,0,1,0,negative,1
indian gold standard bars in the works,0,0,0,0,1,0,none,3
Gold prices to trade sideways Angel Commodities,0,1,0,0,0,1,neutral,0
"gold trades above $1,380 an ounce",0,1,0,0,1,0,neutral,0
gold futures head lower for a second day,0,0,1,0,1,0,negative,1
Gold prices moves lower an hour ahead of Comex settlement,0,0,1,0,1,0,negative,1
Eldorado Gold upgraded to buy from neutral at Goldman Sachs,0,0,0,0,1,0,none,3
gold gives canadian stocks a boost,0,0,0,0,1,0,none,3
"gold futures up $5.20 at $1,382.80/oz",1,0,0,0,1,0,positive,2
june gold falls $4.40 to $595.30/oz after $592 low,0,0,1,0,1,0,negative,1
"silver regains peak level of rs 54,600; gold up by rs 115",1,0,0,1,1,0,positive,2
Gold off the lows after dismal U.S. GDP data,0,0,1,0,1,0,negative,1
amex gold bugs index closes down 0.8% at 240.73,0,0,1,0,1,0,negative,1
"gold rises, but ends with a monthly loss",1,0,1,0,1,0,positive,2
Selling seen in spot gold prices,1,0,0,0,1,0,positive,2
Gold hovers near one-month low as traders eye Fed meeting,0,1,1,0,1,0,negative,1
"April gold up $12.50, or 1%, to settle at $1,246.50/oz",1,0,0,0,1,0,positive,2
"Gold falls on soft Asian demand, Ukraine conflict supports",0,0,1,0,1,0,negative,1
"Gold for June delivery loses $2, or 0.2%, to finish at $1,256.80/oz",0,0,1,0,1,0,negative,1
"funds lift gold, but small buyers await price fall",0,0,1,0,1,0,negative,1
Gold gains as dollar softens on Fed expectations,1,0,0,1,1,0,positive,2
"February gold gains $9.50, or 0.8%, at $1,174.80/oz. after jobless-claims report",1,0,0,0,1,0,positive,2
"gold closes down from record at $1,416.40 an ounce",0,0,1,0,1,0,negative,1
india : gold imports by india have slumped for a fifth month,0,0,0,0,1,0,none,3
gold stocks will benefit from cyclical change,0,0,0,0,1,0,none,3
"we see gold hitting higher: vasu menon, ocbc bank",1,0,0,0,1,0,positive,2
"june gold climbs $4, or 0.3%, to $1,340.10/oz",1,0,0,0,1,0,positive,2
mining : `disastrous' deals sideline gold-mining m&a as metal rises,0,0,0,0,1,0,none,3
cad to widen to $25 billion in fy17 on gold imports surge: report,0,0,0,0,1,0,none,3
fort knox is why we don't have a gold standard,0,0,0,0,1,0,none,3
dec gold up $3.80 at $412.80/oz in afternoon trade,1,0,0,0,1,0,positive,2
"gold ticks down, investors still eye china stimulus",0,0,1,0,1,0,negative,1
"Report: World gold demand dips 15% to 3,756 tonnes in 2013",0,0,0,0,1,0,none,3
"Gold futures down for the session, but gain 0.3% for the week",1,0,1,0,1,0,positive,2
"Asian buyers snub falling gold price, India still at a discount",0,0,1,0,1,0,negative,1
"gold, silver trade lower in morning trade; rs 26,900-26,485 key support level for yellow metal",0,0,1,1,1,0,negative,1
"gold ends at record high, taps $1,300",1,0,0,0,1,0,positive,2
"gold zooms above rs 32,000-level on strong marriage season demand",1,0,0,0,1,0,positive,2
"gold steady as short-covering, fed chair's remarks lend support",0,1,0,0,1,0,neutral,0
paulson keeps stake in gold investments during third-quarter,0,0,0,0,1,0,none,3
Gold rises as dollar gives up gains; Fed rate hike in focus,1,0,0,1,1,0,positive,2
"gold regains lustre on sustained buying,global cues; at rs 27,000 per 10g",1,0,0,0,1,0,positive,2
gold prices up in asian trade,1,0,0,0,1,0,positive,2
gold up $3.80 at $600.90 an ounce in electronic trade,1,0,0,0,1,0,positive,2
Gold ends higher as tensions between U.S. and North Korea weigh on the dollar,1,0,0,1,1,0,positive,2
charts : gold prices could slide to $1204 on a break to this week's low,0,0,1,0,1,0,negative,1
customers hold on to old gold as prices fall,0,0,1,0,1,0,negative,1
"feb. gold settles at $1,096.20/oz on comex, down $1.70, or 0.2%",0,0,1,0,1,0,negative,1
gold prices hold steady near 3-1/2 month highs,0,1,0,0,1,0,neutral,0
"Dec. gold gains $7.90, or 0.6%, to settle at $1,283.70.oz",1,0,0,0,1,0,positive,2
"December gold up 0.3% to $1,285.60 an ounce",1,0,0,0,1,0,positive,2
Gold's lustrous rise in 2017 may be best sign Trump rally is fading,1,0,0,0,1,0,positive,2
turkish gold trader implicates erdogan in iran money laundering,0,0,0,0,1,0,none,3
"gold futures pare losses, off $10.80 at $1,636.90",0,0,1,0,1,0,negative,1
"Gold suffers biggest one-day loss in nearly 4 weeks, ends at lowest since Oct. 9",0,0,1,0,1,0,negative,1
"FTSE 100 ends roller-coaster day higher as Trump win boosts pharma, gold shares",1,0,0,0,1,0,positive,2
"amex gold bugs index ends at 4-wk low of 198.79, down 1.9%",0,0,1,0,1,0,negative,1
"June gold down $3, or 0.2%, to settle at $1,264.20/oz",0,0,1,0,1,0,negative,1
"gold falls to 1-month low, triggers bargain hunting",0,0,1,0,1,0,negative,1
o'leary and holmes are both right on gold & gold stocks,0,0,0,0,1,0,none,3
"gold, silver rise to 4-month highs on u.s. growth concerns",1,0,0,1,1,0,positive,2
gold falls as stocks gain after french election result,0,0,1,0,1,0,negative,1
feb. gold down $5.20 to close at $628.10/oz in ny,0,0,1,0,1,0,negative,1
"feb. gold erases gains, turns roughly flat at $1,194 an oz.",1,0,0,0,1,0,positive,2
Gold prices log lowest finish in 3 weeks as 'fearless' Fed turns up rate-hike heat,0,0,1,0,1,0,negative,1
crypto investors are fleeing to gold,0,0,0,0,1,0,none,3
lbma 2018 boston: right on gold price at last?,0,0,0,0,1,0,none,3
gold shows resilience to troubles in financial markets,0,0,0,0,1,0,none,3
Gold imports up 4% YoY to $17.63 billion in April-September period,0,0,0,0,1,0,none,3
"comex gold logs slightly loss on day, up 0.5% on week",1,0,1,0,1,0,positive,2
when will gold hit a new high?,0,0,0,0,0,1,none,3
gold miners look exceptionally cheap heading into 2018 (gdx),0,0,0,0,1,0,none,3
"Gold extends gains, up $21.70, or 1.8%, to $1,217.80 an ounce",1,0,0,0,1,0,positive,2
gold futures pull back from overnight highs,0,0,1,0,1,0,negative,1
Gold settles at a nearly 3-week high as dollar drops,1,0,0,1,1,0,positive,2
"Gold futures remain down around 0.7% at $1,203.20/oz after ECB holds on rates",0,0,1,0,1,0,negative,1
"Gold futures jump to Rs 30,677 ",1,0,0,0,1,0,positive,2
Gold edges higher on softer dollar; focus on Jackson Hole conference,1,0,0,1,1,0,positive,2
India's gold demand falls by 12% to 115.6 ton in Q1: WGC,0,0,1,0,1,0,negative,1
"August gold rises $5, or 0.4%, at $1,285.20/oz.",1,0,0,0,1,0,positive,2
"Gold spurts on fresh demand, silver sheds",1,0,0,1,1,0,positive,2
"Gold futures up at Rs 28,647 on positive global cues",1,0,0,0,1,0,positive,2
